"Id","channelId","Creation_Timestamp","Prediction","textDisplay","Update_Timestamp","videoId"
"251","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:01","awkwardness","oh shut up…","2024-02-12 17:10:47","ufrFCjERMDc"
"187","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:53","interest","so :.train full range of motion .front delts take over.you have to start with the shoulders in your training day.stretch your traps to minimise there activation .progressive overload and keep track of the weight load.training volume ( doing more sets 12 to 15).consume enough calories without going too crazy on it.eat enough proteins of course","2024-02-12 17:11:24","c3wEEdD8tWc"
"154","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:49","interest","so what’s the training schedule per week?","2024-02-12 17:11:36","c3wEEdD8tWc"
"7","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:31","interest","nice vid :) could you improve your audio?","2024-02-12 17:11:47","r8MLGFbOhYM"
"115","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:44","interest","low reps are for high reps and your using a weight you could handle whatever you were lifting at 10 to 12 reps when you go up in weight go down in reps and build your way back up","2024-02-12 17:12:07","c3wEEdD8tWc"
"512","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:33","negative","""this song really have meaning, remind me of aomeone in my past. and make me sad again and again""","2024-02-12 17:12:22","ZQFmRXgeR-s"
"286","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:05","amusement","""i’m guessing the people who were checked didn’t happen to be baseball players, because our arms go way beyond 60 degrees haha""","2024-02-12 17:12:38","ufrFCjERMDc"
"361","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:14","positive","you are a very good data analyst","2024-02-12 17:12:48","ryZt5pc2O5s"
"380","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:17","interest","i got nearly 2000 subscribers in my first four weeks from following the advice in this video","2024-02-12 17:13:02","ryZt5pc2O5s"
"526","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:35","relief","i was sad at first but after hearing this song i calmed down","2024-02-12 17:13:14","ZQFmRXgeR-s"
"117","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:44","negative","yes but full motion cause injuries too better not full motion","2024-02-12 17:13:25","c3wEEdD8tWc"
"401","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:19","awkwardness","his head is so much bigger fron the juice..","2024-02-12 17:13:37","58PpN0_VzQg"
"554","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:38","nostalgia","""just imagining if my ex thinks the same, though it's going to be a year after our breakup, i found a better guy, and yesss i am happier than i was with you, but i still miss you sometimes""","2024-02-12 17:14:00","ZQFmRXgeR-s"
"47","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:36","positive","rubber duck debugging all the way baby!","2024-02-12 17:14:11","r8MLGFbOhYM"
"184","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:53","awkwardness","""i injured myself today while doing shoulders, i lifted too much""","2024-02-12 17:14:22","c3wEEdD8tWc"
"403","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:20","negative","the bottom of egyptian rule of lost of godsest empress","2024-02-12 17:14:35","58PpN0_VzQg"
"304","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:07","appreciation of beauty","hey if you need help im here just let me know yall","2024-02-12 17:14:46","ryZt5pc2O5s"
"156","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:49","positive","such a great video","2024-02-12 17:14:56","c3wEEdD8tWc"
"122","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:45","negative","i don't do reps i just stop when i'm tired","2024-02-12 17:15:07","c3wEEdD8tWc"
"273","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:04","positive","experience = the best teacher","2024-02-12 17:15:17","ufrFCjERMDc"
"513","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:33","sadness","""i will always be waiting , i know i messed it up the first time but i was scared but know u never left my heart and never will ..... (you won't probably even see this , sad thing is this comment is probably the closest you would know how much i love you)""","2024-02-12 17:15:48","ZQFmRXgeR-s"
"333","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:11","interest","i'm not monetized yet - my long form videos still need work for views but the shorts have enabled me to at least get a descent amount of subs. focusing on disney content. i also learned that crossing over from shorts to your long form vids doesn't seem to be a thing.","2024-02-12 17:16:19","ryZt5pc2O5s"
"145","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:48","interest","pull ups","2024-02-12 17:16:28","c3wEEdD8tWc"
"195","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:54","negative","i hate the way u talk","2024-02-12 17:16:39","c3wEEdD8tWc"
"501","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:32","interest","ppl who's waching 2024","2024-02-12 17:16:49","ZQFmRXgeR-s"
"359","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:14","negative","my shorts allways drop of at ten thousand. is there eneyone that can have a look at it and tell me what's happening. be very much appreciated","2024-02-12 17:17:06","ryZt5pc2O5s"
"395","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:19","negative","i need to study more!","2024-02-12 17:17:17","ryZt5pc2O5s"
"256","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:01","interest","yup","2024-02-12 17:17:26","ufrFCjERMDc"
"130","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:46","confusion","""i need to ask this because i´m starting to think that i do something wrong here, so: 9-10 reps or 9-15 reps ( until failur with heavy loads ) is more benefitial then doing 40-50 reps with lighter weights?? ó__ò the issue i have is that my muscles wont get bigger, even after a workout that took 2 - 3 hours. . .""","2024-02-12 17:18:05","c3wEEdD8tWc"
"386","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:18","negative","""video with money ammount in thumbnail + claiming something that gives so much money and nobody knows but its explained in the video + hiding some metrics (normally earnings) = fake clickbait.thats the secret to """"beat the algorythm"""", clickbait and lie to get views.hope youtube  will do something soon and start to ban this kind of channels that dont give anything good to the platform.""","2024-02-12 17:18:44","ryZt5pc2O5s"
"573","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:41","appreciation of beauty","""lyricswe broke up a month agoyour friends are mine, you know, i knowyou've moved on, found someone newone more girl who brings out the better in youand i thought my heart was detachedfrom all the sunlight of our pastbut she's so sweet, she's so prettydoes she mean you forgot about me?oh, i hope you're happybut not like how you were with mei'm selfish, i know, i can't let you goso find someone great, but don't find no one betteri hope you're happy, but don't be happierand do you tell her she's the most beautiful girl you've ever seen?an eternal love bullshit you know you'll never meanremember when i believed you meant it when you said it first to me?and now i'm pickin' her apartlike cuttin' her down will make you miss my wretched heartbut she's beautiful, she looks kindshe probably gives you butterfliesi hope you're happybut not like how you were with mei'm selfish, i know, i can't let you goso find someone great but don't find no one betteri hope you're happyi wish you all the best, reallysay you love her, baby, just not like you loved meand think of me fondly when your hands are on heri hope you're happy, but don't be happierooh, ooh-ooh, ooh-oohooh-oohi hope you're happyjust not like how you were with mei'm selfish, i know, can't let you goso find someone great, but don't find no one betteri hope you're happy, but don't be happier""","2024-02-12 17:20:55","ZQFmRXgeR-s"
"369","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:15","confusion","hi i have a question  usually im getting 1k+ views for my shorts videos but suddenly it stopped getting views.","2024-02-12 17:21:10","ryZt5pc2O5s"
"555","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:38","interest","amo","2024-02-12 17:21:19","ZQFmRXgeR-s"
"533","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:36","boredom","""although the theme of the song is banal, the lyrics are beautiful""","2024-02-12 17:21:31","ZQFmRXgeR-s"
"79","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:40","interest","i sped up the video 2x fasternow i know 20 times faster2 x 10 = 20","2024-02-12 17:21:47","r8MLGFbOhYM"
"172","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:51","contradiction","""who the hell wants to """"make their diet more enjoyable"""".  i want dem gains!""","2024-02-12 17:22:01","c3wEEdD8tWc"
"379","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:17","positive","""good advice, lets go ive got  amount of views and subs but im trying and not giving up""","2024-02-12 17:22:15","ryZt5pc2O5s"
"440","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:24","negative","""what do you call a chinese dwayne johnson ....the """"wok""""""","2024-02-12 17:22:28","58PpN0_VzQg"
"69","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:38","confusion","we have to avoid distractions","2024-02-12 17:22:42","r8MLGFbOhYM"
"471","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:28","positive","if the rock wants to face someone then he gets what he wants and it should be that way","2024-02-12 17:23:02","58PpN0_VzQg"
"517","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:34","negative","i selfish i know:","2024-02-12 17:23:12","ZQFmRXgeR-s"
"314","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:09","amusement","""i've done youtube for almost 6 years and still just little over 700 subs. i started doing shorts about 2 weeks ago and i noticed immediate small growth there. now i wish i had started doing those earlier cause i have weird combination of a-hole jokes, games and movies. it's easier to show in shorts that the entertainment is kinda the main thing i aim for.""","2024-02-12 17:23:57","ryZt5pc2O5s"
"410","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:20","excitement","yo only if i was there i'd be the happiest person bc i'm in my city as this goes on","2024-02-12 17:24:12","58PpN0_VzQg"
"110","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:43","interest","1. genetics. 2. testosterone production 3. protein and carb intake. 4. and lastly and the least important how train.  if you have the top 3 down  you can train your shoulders once a or week 3 times a week low reps high reps  12 sets or 30 sets and they are going to grow.  focus on the first 3 get some blood work done and a body composition and then worry about the training.","2024-02-12 17:25:16","c3wEEdD8tWc"
"8","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:31","negative","that song playing in the background was brutal","2024-02-12 17:25:27","r8MLGFbOhYM"
"288","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:05","interest","""trying this one's now , and yeah lots of those do the workouts but when u see vids like this u realize u haven't been doing them 100% right""","2024-02-12 17:25:50","ufrFCjERMDc"
"373","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:16","craving","color is another huge one. when you scroll slow it’ll show a lot of the same color palette in the shorts. when you speed up it’ll seek new color palettes to try and get you to slow down again in order to watch and engage.","2024-02-12 17:26:24","ryZt5pc2O5s"
"461","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:27","craving","we want cody","2024-02-12 17:26:33","58PpN0_VzQg"
"229","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:58","interest","yo. update after 2 mos of doing this. i think this is the first time i’ve ever felt my side delts bulge. lol. i can also feel the burn on the side delt better by doing this than db lateral raise. thanks for this!","2024-02-12 17:27:06","ufrFCjERMDc"
"467","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:27","interest","roman really carried to company this long. i wasn’t a fan at first. i’m barely still him be be been killin it","2024-02-12 17:27:24","58PpN0_VzQg"
"62","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:38","admiration","""very good video thank you man,i love andrew huberman but sometimes he is widening his videos tooo much so that it gets difficult to listen to him for 1-2 hours and you just mentioned the most important aspects of that topic in under 10 minutes thats soo cool""","2024-02-12 17:27:53","r8MLGFbOhYM"
"226","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:58","positive","i’m not going to lie. i have pretty good shoulders rn but am always looking for ways to improve my workouts. watched the video hoping for new information just to realize i was already following every one of these tips to a t . great content. also nice to know that through trial and error i found a supper affective shoulder workout","2024-02-12 17:28:28","ufrFCjERMDc"
"197","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:54","confusion","i dont understand what youre saying just get to the point","2024-02-12 17:28:40","c3wEEdD8tWc"
"244","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:00","negative","""meh, too much work for a bag of meat that will end up rotting underground""","2024-02-12 17:28:53","ufrFCjERMDc"
"230","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:58","interest","'- rear delts exercise - seated dumbbell shoulder press","2024-02-12 17:29:05","ufrFCjERMDc"
"476","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:29","amusement","people of earth remember its just a show nothing personal","2024-02-12 17:29:16","58PpN0_VzQg"
"54","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:37","interest","""just another """"intellectual"""" that wants to sell some books and lectures. i'm sure in a few years a new """"intellectual"""" will come out and people will start to buy books from this person. i'm sure a lot of such a gurus will come across your life""","2024-02-12 17:29:46","r8MLGFbOhYM"
"343","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:12","excitement","i want to be in algorithm","2024-02-12 17:29:56","ryZt5pc2O5s"
"442","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:24","satisfaction","""Here you go, United States, here you go, study until you're satisfied""","2024-02-12 17:30:09","58PpN0_VzQg"
"287","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:05","satisfaction","thanks so much bro","2024-02-12 17:30:19","ufrFCjERMDc"
"468","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:28","craving","we want cody","2024-02-12 17:30:29","58PpN0_VzQg"
"241","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:00","interest","you could also just use kettlebells and doing later raises while keeping the kettle bell in a straight line with your arm","2024-02-12 17:30:43","ufrFCjERMDc"
"339","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:12","awkwardness","it‘s hard to keep grindiggood video!","2024-02-12 17:30:55","ryZt5pc2O5s"
"527","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:35","excitement","powerful!","2024-02-12 17:31:04","ZQFmRXgeR-s"
"329","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:10","admiration","thank you @marcus-jones for such a valuable content","2024-02-12 17:31:16","ryZt5pc2O5s"
"345","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:12","positive","trust me i was stuck at 5 subscribers for over a year but i didnt give up and now i gain hundreds of subscribers in each month","2024-02-12 17:31:32","ryZt5pc2O5s"
"296","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:06","interest","""is there research on what is minimum volume of exercise needed to build muscle. 1set, 5 set etc?""","2024-02-12 17:31:46","ufrFCjERMDc"
"75","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:39","positive","""i didn't know this was called gap effect, but i found this method on my own back in 2015 or 2016 when i was in 6th grade. now i am in my last year diploma doing ai & ds, i almost never study, even if i did studied it would end in just 1hour. believe me this strategy works like magic and i am using it for years""","2024-02-12 17:32:24","r8MLGFbOhYM"
"578","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:41","awe","It's too beautiful here","2024-02-12 17:32:34","ZQFmRXgeR-s"
"254","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:01","interest","i c.","2024-02-12 17:32:43","ufrFCjERMDc"
"163","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:50","confusion","""the thumbnail is very misleading. there's nothing wrong with doing 12 reps, if that's the number you reach when going 1-2 reps short of failure. numerous studies have shown that you can do as many as 30 reps, and still build the same amount of muscle as someone doing far fewer reps (but heavier). the important key is that you do enough reps till you get very, very close to failure in each set.also, increasing the weight is not the only way to implement progressive overload. by repping out till you get to failure or 1-2 reps short of failure, and you're doing everything else correctly, you will naturally be able to do more and more reps. that challenges the muscle and overloads it progressively without going for heavier weight. of course, this is to a certain extent. if the rep count starts to go above 30, then gains start being left on the table.i personally like doing higher reps with lower weight because it's easier on the joints. but that's just me....""","2024-02-12 17:34:02","c3wEEdD8tWc"
"89","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:41","positive","natural learning is key","2024-02-12 17:34:13","r8MLGFbOhYM"
"518","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:34","confusion","how old are you????","2024-02-12 17:34:23","ZQFmRXgeR-s"
"32","UCL5PX6xQ0KBim6eQfDU74Qw","2024-02-12 16:34:34","neutral","""so i wasnt trippin, been multiple times where i kept trying to finish a assignment but kept getting stress from mistake and decide to stop go away then come back a while late maybe after eating and sometimes itll just feel easier""","2024-02-12 17:34:49","r8MLGFbOhYM"
"131","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:46","negative","going past parallel isn’t optimal what so ever. terrible for your joints","2024-02-12 17:35:02","c3wEEdD8tWc"
"435","UCJ5v_MCY6GNUBTO8-D3XoAg","2024-02-12 16:35:24","negative","""It's tacky to go to China, it's just cold, it's the same as in Padang, especially in Java, it's okay to take an ice cube bath""","2024-02-12 17:35:21","58PpN0_VzQg"
"300","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:07","interest","i just started my art channel. going to follow these tips.","2024-02-12 17:35:32","ryZt5pc2O5s"
"342","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:12","positive","amazing","2024-02-12 17:35:41","ryZt5pc2O5s"
"238","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:59","awkwardness","his body looks weird...he has no chest definition...his shoulders are non existent...his biceps have weird shape...and has no back.. still giving us useless knowledge","2024-02-12 17:36:00","ufrFCjERMDc"
"341","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:12","admiration","""you missed the most important aspect which is the """"average viewed percentage (avd)""""""","2024-02-12 17:36:13","ryZt5pc2O5s"
"185","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:53","negative","""lower reps are for core strength, not growth""","2024-02-12 17:36:24","c3wEEdD8tWc"
"294","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:06","confusion","i have been going to the gym for over 13 years and im in great shape. i dont even know why im watching these videos","2024-02-12 17:36:39","ufrFCjERMDc"
"264","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:02","surprise","""oh wow, didn't know you were a filipino! how are you kabayan? awesome channel! wow! 6-million :) sub'd!""","2024-02-12 17:36:56","ufrFCjERMDc"
"582","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:42","negative","who's going to be so stupid to break your heart?","2024-02-12 17:37:08","ZQFmRXgeR-s"
"387","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:18","awkwardness","""shorts are weird.  i had one video on tiktok that blew up over the summer and got 4m views.  i had posted it the same time on all my other platforms, and youtube was the only place it didn't take off.  i didn't think anything of it, and just figured that the platforms all work differently with different viewer bases.then 2-3 weeks ago that short picked up traction, and gained over 1m views.  i'm thankful for the new subscribers, now i just gotta figure out how to get them to watch my long form content.  otherwise they're just subscribing for shorts, and i'll never hit monetization that way.""","2024-02-12 17:38:05","ryZt5pc2O5s"
"220","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:57","positive","game changer video","2024-02-12 17:38:15","ufrFCjERMDc"
"322","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:10","positive","keep making videos and don’t give up!","2024-02-12 17:38:27","ryZt5pc2O5s"
"496","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:31","interest","a scene in story","2024-02-12 17:38:36","ZQFmRXgeR-s"
"260","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:02","negative","that and some good gear.  stupid","2024-02-12 17:38:46","ufrFCjERMDc"
"351","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:13","interest","can you help me to break true love your vids","2024-02-12 17:38:58","ryZt5pc2O5s"
"200","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:55","interest","""for lateral raises if you don't have access to a cable machine you can put a bench at a 30 degree angle or so and lay on your side, drop the dumbbell in front of you and do latetal raises this way. it takes a bit of getting used to the position, bracing yourself with your feet but it does work.""","2024-02-12 17:39:32","ufrFCjERMDc"
"535","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:36","awkwardness","she isn’t a teen","2024-02-12 17:39:43","ZQFmRXgeR-s"
"302","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:07","adoration","love this! thanx","2024-02-12 17:39:53","ryZt5pc2O5s"
"278","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:35:04","positive","""direction of muscle fiber parallel to   the move direction, great idea, it's like material strength.""","2024-02-12 17:40:07","ufrFCjERMDc"
"520","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:34","awkwardness","kneaded create","2024-02-12 17:40:16","ZQFmRXgeR-s"
"315","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:09","nostalgia","my short have 2.4 k veiw all time all shorts same why","2024-02-12 17:40:29","ryZt5pc2O5s"
"113","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:44","positive","i found for dumbbell  sideraises it's also good to activate your back like you are doing in pull ups. means shoulder and shoulderblades down. this decreases the amount of traps involved in my sets as i feel it when i'm done.","2024-02-12 17:40:57","c3wEEdD8tWc"
"118","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:44","contradiction","i dont want to reduce my traps involvement though...","2024-02-12 17:41:09","c3wEEdD8tWc"
"559","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:39","interest","2024 anyone","2024-02-12 17:41:18","ZQFmRXgeR-s"
"347","UCR5k7bm0qgpP7-QX1uIx7cQ","2024-02-12 16:35:13","confusion","thousands? how do i get my first 10 subscribers?","2024-02-12 17:41:29","ryZt5pc2O5s"
"542","UCxE5jEls-T0QtlTHT8lI1lw","2024-02-12 16:35:37","confusion","is there a official video?","2024-02-12 17:41:39","ZQFmRXgeR-s"
"198","UCERm5yFZ1SptUEU4wZ2vJvw","2024-02-12 16:34:54","interest","""hope you enjoyed this one, and shoutout to my fellow pinoys!  see below for a summary of all the research covered:long-length training:<a href=""""https:www.ncbi.nlm.nih.govpmcarticlespmc10407320"""">https:www.ncbi.nlm.nih.govpmcarticlespmc10407320<a><a href=""""https:pubmed.ncbi.nlm.nih.gov35819335"""">https:pubmed.ncbi.nlm.nih.gov35819335<a><a href=""""https:pubmed.ncbi.nlm.nih.gov33009197"""">https:pubmed.ncbi.nlm.nih.gov33009197<a><a href=""""https:pubmed.ncbi.nlm.nih.gov33977835"""">https:pubmed.ncbi.nlm.nih.gov33977835<a>progressive overload without progressing load:<a href=""""https:pubmed.ncbi.nlm.nih.gov36199287"""">https:pubmed.ncbi.nlm.nih.gov36199287<a>shoulder range of movement:<a href=""""https:www.ncbi.nlm.nih.govpmcarticlespmc7549223"""">https:www.ncbi.nlm.nih.govpmcarticlespmc7549223<a>""","2024-02-12 17:43:36","ufrFCjERMDc"
"153","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:49","interest","shoulders have their own day for me. my split is chest tri  back bi  shoulders  legs","2024-02-12 17:43:51","c3wEEdD8tWc"
"135","UC0CRYvGlWGlsGxBNgvkUbAg","2024-02-12 16:34:47","interest","""as you exercise, you'll naturally eat more.""","2024-02-12 17:44:02","c3wEEdD8tWc"
